year,duration,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
2002,114,7.1,3120,59.0,31.0,41.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,88,6.2,337088,49.0,650.0,201.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,82,6.2,46547,48.0,228.0,117.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,107,6.4,169,40.0,14.0,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,132,6.9,6242,64.0,76.0,91.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,141,8.1,800449,75.0,848.0,204.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,115,6.8,2506,64.0,21.0,55.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,133,7.2,3165,43.0,57.0,22.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,93,3.5,38047,27.0,576.0,117.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,113,7.1,426,66.0,3.0,21.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,101,6.2,124603,39.0,601.0,152.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,95,7.5,1190,47.0,15.0,3.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,150,8.5,707942,85.0,937.0,157.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,125,6.3,50267,49.0,202.0,115.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,95,7.3,144254,78.0,952.0,268.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,98,6.4,66104,69.0,360.0,165.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,134,6.9,5387,61.0,57.0,63.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,121,7.3,675212,73.0,2130.0,322.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,105,7.1,37915,70.0,215.0,129.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,99,6.9,9536,36.0,116.0,35.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,142,6.5,625761,54.0,3660.0,325.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,116,7.1,121329,30.0,412.0,100.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,92,5.5,1087,40.0,20.0,11.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,115,6.3,11239,62.0,178.0,71.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,130,4.6,351,57.0,4.0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2002,110,7.5,122422,80.0,677.0,170.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,86,5.8,107,45.0,5.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,90,6.0,336,45.0,4.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,92,7.2,3963,69.0,53.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,95,5.2,683,29.0,25.0,11.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,95,7.2,99484,60.0,266.0,133.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,99,5.4,16560,18.0,102.0,63.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,88,5.5,18610,15.0,348.0,111.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,123,7.4,79690,61.0,297.0,130.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,119,6.4,74427,52.0,483.0,177.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2002,85,6.5,2465,78.0,65.0,43.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,96,6.8,112856,64.0,624.0,214.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,107,7.0,81824,63.0,421.0,176.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,91,5.3,3167,13.0,37.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2002,99,6.7,27680,66.0,223.0,86.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2002,108,6.4,2101,49.0,47.0,32.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,115,6.2,52231,50.0,311.0,136.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2002,105,5.3,82799,45.0,252.0,114.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,100,6.7,243241,33.0,1178.0,238.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2002,92,6.6,3316,74.0,47.0,72.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2002,96,6.0,155,52.0,10.0,10.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,88,5.4,34583,36.0,114.0,70.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,100,5.5,10918,53.0,81.0,41.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,91,6.3,481,22.0,36.0,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,170,6.8,1217,82.0,14.0,35.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,138,6.7,58714,58.0,292.0,126.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2002,93,6.2,4904,68.0,43.0,78.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,104,6.9,228,57.0,4.0,10.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,89,5.1,96464,35.0,558.0,144.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,124,6.4,101506,45.0,572.0,175.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,117,7.7,242441,72.0,1074.0,213.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,119,7.9,499095,68.0,915.0,249.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2002,116,6.0,4947,57.0,70.0,38.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,101,8.0,116388,75.0,213.0,178.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,75,7.2,46961,70.0,106.0,78.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,80,6.1,5332,27.0,27.0,15.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,102,6.3,12658,52.0,175.0,97.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2002,99,4.9,9127,36.0,165.0,74.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2002,83,6.2,1423,21.0,26.0,18.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,113,7.0,82127,67.0,275.0,185.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,117,6.6,13367,59.0,147.0,114.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,95,3.8,24184,12.0,184.0,63.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,91,6.6,979,52.0,14.0,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,112,6.5,5754,49.0,53.0,40.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,95,4.2,161,45.0,4.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,98,5.5,245,52.0,5.0,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,108,6.2,100636,45.0,408.0,75.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,101,7.0,26941,84.0,201.0,78.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2002,90,4.1,203,24.0,9.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,115,7.7,174173,83.0,747.0,100.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,120,7.3,32331,62.0,163.0,118.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,83,7.1,63449,52.0,253.0,110.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,115,6.4,38167,48.0,188.0,104.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,81,7.5,431467,60.0,495.0,171.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,112,6.8,253016,65.0,910.0,242.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,116,6.4,10966,36.0,105.0,50.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,117,6.1,58257,49.0,229.0,105.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,108,6.1,23953,50.0,164.0,99.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,125,7.1,121177,85.0,636.0,224.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,110,7.6,18028,84.0,69.0,72.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,96,6.0,117239,42.0,661.0,132.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,91,5.9,963,58.0,15.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,127,6.9,31721,72.0,177.0,95.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2002,109,6.4,38347,38.0,339.0,85.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,97,6.5,1451,49.0,16.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,179,8.7,1449778,87.0,2575.0,324.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,94,5.2,13261,40.0,95.0,65.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,96,5.6,254,28.0,10.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,92,6.5,476,56.0,16.0,17.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,97,7.1,10405,49.0,34.0,25.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,114,7.6,15519,71.0,60.0,99.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,91,6.7,1769,38.0,87.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,92,5.7,104,35.0,1.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,87,6.5,265,65.0,14.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,120,7.9,4633,50.0,44.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,85,5.2,12402,25.0,85.0,51.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,90,6.7,1274,71.0,16.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,116,6.4,72598,51.0,854.0,188.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,110,7.1,2888,64.0,4.0,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,102,6.1,248,47.0,20.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2002,89,5.0,307,60.0,13.0,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,85,7.2,2838,64.0,15.0,25.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,84,5.2,54312,32.0,422.0,101.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,101,5.9,1340,58.0,6.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,92,5.1,5365,44.0,43.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,111,6.8,7549,69.0,51.0,61.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,117,6.7,196524,52.0,575.0,223.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2002,83,6.9,537,59.0,7.0,10.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,95,6.5,118082,62.0,777.0,170.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,85,7.3,3261,61.0,11.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,112,6.0,2278,65.0,30.0,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,88,6.7,569,75.0,5.0,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,93,5.2,256,27.0,6.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,103,6.7,1944,40.0,13.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,116,6.9,1247,86.0,23.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,145,7.6,498830,80.0,1392.0,262.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,85,5.3,1270,43.0,30.0,26.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,104,4.7,9847,55.0,161.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2002,75,4.1,113,33.0,5.0,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2002,129,8.1,21837,82.0,105.0,93.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2002,85,4.2,175,63.0,2.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,65,7.1,6717,70.0,58.0,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2002,101,6.3,420,27.0,13.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,78,6.1,5679,71.0,101.0,91.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,86,6.4,14058,61.0,93.0,69.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,76,5.4,21191,23.0,165.0,66.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,94,4.9,123,36.0,2.0,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,81,7.0,247774,56.0,660.0,205.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,99,5.4,51992,53.0,314.0,193.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,110,5.7,338,42.0,5.0,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,104,6.1,36319,25.0,243.0,109.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2002,109,6.9,121,58.0,6.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,116,7.3,4187,60.0,64.0,60.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,104,7.1,2622,52.0,29.0,23.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2002,109,6.8,1588,52.0,23.0,36.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,74,6.3,155,47.0,6.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,108,4.4,7646,11.0,97.0,68.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2002,96,5.6,69669,53.0,219.0,140.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,89,7.5,6696,86.0,34.0,84.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,94,4.9,29976,18.0,139.0,63.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,113,6.0,981,33.0,36.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,104,6.2,4137,56.0,43.0,42.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,114,6.4,5289,47.0,31.0,33.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,77,5.5,49301,66.0,83.0,71.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,88,4.5,1879,9.0,47.0,9.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,93,6.6,32534,58.0,307.0,126.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,103,6.6,489,49.0,15.0,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,97,5.3,521,36.0,11.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,103,6.1,17659,54.0,309.0,99.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,104,5.5,88605,29.0,219.0,78.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,110,5.8,575,56.0,16.0,21.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,90,7.1,6868,75.0,80.0,74.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,96,6.6,2263,53.0,26.0,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,109,7.8,41855,82.0,220.0,115.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,97,6.6,146,53.0,10.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,120,7.9,172037,85.0,867.0,150.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,112,6.6,103036,66.0,451.0,164.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,95,7.0,4465,65.0,47.0,69.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,118,5.1,143,64.0,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,108,6.1,2966,45.0,48.0,35.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2002,113,7.1,212421,81.0,1035.0,229.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,106,6.9,16757,75.0,133.0,95.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,128,7.5,9815,72.0,95.0,83.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,101,5.6,9363,63.0,139.0,30.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,97,7.3,40163,78.0,223.0,145.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,89,5.7,2306,34.0,20.0,27.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,108,6.1,1271,53.0,38.0,16.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,104,5.7,29718,61.0,214.0,57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2002,106,6.7,331801,59.0,2417.0,227.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2002,100,6.7,809,73.0,18.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,91,6.5,2616,36.0,55.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,141,6.7,3828,69.0,81.0,56.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,108,6.4,2873,66.0,25.0,38.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,97,6.8,9076,78.0,119.0,75.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,96,6.2,1567,51.0,14.0,23.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,91,5.5,5614,28.0,45.0,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,110,5.6,3960,31.0,49.0,28.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,87,6.6,811,48.0,11.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,109,6.9,16386,49.0,147.0,84.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,89,4.8,12203,31.0,276.0,82.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2002,90,5.3,6321,50.0,108.0,62.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,93,4.5,5302,17.0,83.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,95,5.9,374,55.0,8.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,101,6.8,36481,41.0,204.0,84.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,85,5.1,18771,29.0,216.0,88.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,90,6.6,20831,66.0,137.0,71.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2002,92,6.4,102150,26.0,263.0,92.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,109,7.1,29272,61.0,171.0,105.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,94,4.0,36584,19.0,647.0,164.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2002,90,6.4,465,71.0,7.0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,116,5.7,991,44.0,7.0,13.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,100,5.8,617,36.0,12.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,85,6.5,1024,72.0,53.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,95,5.5,59940,32.0,173.0,102.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,118,5.8,32583,63.0,188.0,63.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,93,5.7,73040,56.0,794.0,270.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,105,5.9,2433,35.0,58.0,30.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,84,7.1,1346,57.0,22.0,21.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,102,6.3,29018,66.0,153.0,91.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,111,7.1,28617,64.0,168.0,143.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,133,6.2,2127,54.0,30.0,32.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,114,5.8,2958,51.0,63.0,40.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,122,7.3,39011,65.0,154.0,96.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,109,6.7,829,57.0,12.0,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,121,5.9,4757,64.0,70.0,94.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2002,92,5.6,2699,63.0,33.0,43.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,104,5.6,48333,48.0,117.0,83.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2002,94,5.8,360,53.0,16.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,136,6.1,3217,40.0,40.0,32.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,97,7.4,116690,51.0,724.0,208.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,85,5.8,25170,35.0,71.0,27.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,92,6.8,281093,51.0,475.0,179.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
